application_date,segment,branch_id,state,zone,no_of_applicants
05-02-2019,1,100,UTTAR PRADESH,EAST,11
05-02-2019,1,101,UTTAR PRADESH,EAST,10
05-02-2019,1,103,BIHAR,EAST,69
05-02-2019,1,104,JHARKHAND,SOUTH,41
05-02-2019,1,105,GUJARAT,WEST,26
05-02-2019,1,111,ANDHRA PRADESH,SOUTH,1
05-02-2019,1,117,MAHARASHTRA,WEST,4
05-02-2019,1,120,TRIPURA,EAST,57
05-02-2019,1,121,KARNATAKA,SOUTH,8
05-02-2019,1,135,MAHARASHTRA,WEST,188
05-02-2019,1,136,TAMIL NADU,SOUTH,127
05-02-2019,1,137,MAHARASHTRA,WEST,70
05-02-2019,1,147,MADHYA PRADESH,CENTRAL,59
05-02-2019,1,159,BIHAR,EAST,41
05-02-2019,1,165,ORISSA,EAST,16
05-02-2019,1,202,UTTARAKHAND,EAST,27
05-02-2019,1,207,GUJARAT,WEST,13
05-02-2019,1,217,BIHAR,EAST,22
05-02-2019,1,248,MAHARASHTRA,WEST,11
05-02-2019,1,249,MAHARASHTRA,WEST,14
05-02-2019,1,250,GUJARAT,WEST,22
05-02-2019,1,251,TRIPURA,EAST,46
05-02-2019,1,254,ASSAM,EAST,19
05-02-2019,1,255,ASSAM,EAST,24
05-02-2019,1,257,GUJARAT,WEST,24
05-02-2019,1,258,HARYANA,NORTH,20
05-02-2019,1,259,HARYANA,NORTH,6
05-02-2019,1,260,TAMIL NADU,SOUTH,17
05-02-2019,1,261,HARYANA,NORTH,19
05-02-2019,1,262,UTTAR PRADESH,EAST,0
05-02-2019,1,263,ANDHRA PRADESH,SOUTH,0
05-02-2019,1,264,PUNJAB,NORTH,0
05-02-2019,1,265,ANDHRA PRADESH,SOUTH,0
05-02-2019,1,266,TELANGANA,SOUTH,0
05-02-2019,1,267,ANDHRA PRADESH,SOUTH,0
05-02-2019,1,268,UTTAR PRADESH,EAST,0
05-02-2019,1,269,UTTAR PRADESH,EAST,0
05-02-2019,1,270,UTTAR PRADESH,EAST,0
05-02-2019,1,271,HARYANA,NORTH,0
06-02-2019,1,1,WEST BENGAL,EAST,165
06-02-2019,1,3,DELHI,NORTH,238
06-02-2019,1,5,KARNATAKA,SOUTH,201
06-02-2019,1,7,WEST BENGAL,EAST,38
06-02-2019,1,8,WEST BENGAL,EAST,52
06-02-2019,1,9,WEST BENGAL,EAST,53
06-02-2019,1,10,WEST BENGAL,EAST,53
06-02-2019,1,11,WEST BENGAL,EAST,70
06-02-2019,1,13,TAMIL NADU,SOUTH,54
06-02-2019,1,14,UTTAR PRADESH,EAST,40
06-02-2019,1,15,PUNJAB,NORTH,52
06-02-2019,1,16,TELANGANA,SOUTH,160
06-02-2019,1,17,ANDHRA PRADESH,SOUTH,32
06-02-2019,1,18,MAHARASHTRA,WEST,55
06-02-2019,1,19,MAHARASHTRA,WEST,82
06-02-2019,1,20,ORISSA,SOUTH,50
06-02-2019,1,21,MAHARASHTRA,WEST,44
06-02-2019,1,29,WEST BENGAL,EAST,30
06-02-2019,1,34,GUJARAT,WEST,133
06-02-2019,1,35,TAMIL NADU,SOUTH,17
06-02-2019,1,36,ASSAM,EAST,140
06-02-2019,1,42,WEST BENGAL,EAST,34
06-02-2019,1,43,TAMIL NADU,SOUTH,13
06-02-2019,1,48,ORISSA,SOUTH,71
06-02-2019,1,61,GUJARAT,WEST,76
06-02-2019,1,62,PUNJAB,NORTH,13
06-02-2019,1,63,JHARKHAND,SOUTH,21
06-02-2019,1,64,KARNATAKA,SOUTH,40
06-02-2019,1,65,ASSAM,EAST,72
06-02-2019,1,66,ANDHRA PRADESH,SOUTH,24
06-02-2019,1,67,GUJARAT,WEST,150
06-02-2019,1,68,GUJARAT,WEST,19
06-02-2019,1,69,TAMIL NADU,SOUTH,16
06-02-2019,1,70,MAHARASHTRA,WEST,16
06-02-2019,1,72,PUNJAB,NORTH,17
06-02-2019,1,73,PUNJAB,NORTH,24
06-02-2019,1,74,MAHARASHTRA,WEST,32
06-02-2019,1,76,TAMIL NADU,SOUTH,29
06-02-2019,1,77,MAHARASHTRA,WEST,23
06-02-2019,1,78,MAHARASHTRA,WEST,21
06-02-2019,1,79,UTTARAKHAND,EAST,34
06-02-2019,1,82,KERALA,SOUTH,21
06-02-2019,1,84,CHHATTISGARH,CENTRAL,11
06-02-2019,1,85,MAHARASHTRA,WEST,30
06-02-2019,1,100,UTTAR PRADESH,EAST,15
06-02-2019,1,101,UTTAR PRADESH,EAST,12
06-02-2019,1,103,BIHAR,EAST,58
06-02-2019,1,104,JHARKHAND,SOUTH,36
06-02-2019,1,105,GUJARAT,WEST,38
06-02-2019,1,111,ANDHRA PRADESH,SOUTH,5
06-02-2019,1,117,MAHARASHTRA,WEST,22
06-02-2019,1,120,TRIPURA,EAST,64
06-02-2019,1,121,KARNATAKA,SOUTH,17
06-02-2019,1,135,MAHARASHTRA,WEST,177
06-02-2019,1,136,TAMIL NADU,SOUTH,154
06-02-2019,1,137,MAHARASHTRA,WEST,63
06-02-2019,1,147,MADHYA PRADESH,CENTRAL,56
06-02-2019,1,159,BIHAR,EAST,54
06-02-2019,1,165,ORISSA,EAST,14
06-02-2019,1,202,UTTARAKHAND,EAST,25
06-02-2019,1,207,GUJARAT,WEST,11
06-02-2019,1,217,BIHAR,EAST,18
06-02-2019,1,248,MAHARASHTRA,WEST,13
06-02-2019,1,249,MAHARASHTRA,WEST,12
06-02-2019,1,250,GUJARAT,WEST,11
06-02-2019,1,251,TRIPURA,EAST,60
06-02-2019,1,254,ASSAM,EAST,41
06-02-2019,1,255,ASSAM,EAST,33
06-02-2019,1,257,GUJARAT,WEST,10
06-02-2019,1,258,HARYANA,NORTH,14
06-02-2019,1,259,HARYANA,NORTH,4
06-02-2019,1,260,TAMIL NADU,SOUTH,17
06-02-2019,1,261,HARYANA,NORTH,14
06-02-2019,1,262,UTTAR PRADESH,EAST,0
06-02-2019,1,263,ANDHRA PRADESH,SOUTH,0
06-02-2019,1,264,PUNJAB,NORTH,0
06-02-2019,1,265,ANDHRA PRADESH,SOUTH,0
06-02-2019,1,266,TELANGANA,SOUTH,0
06-02-2019,1,267,ANDHRA PRADESH,SOUTH,0
06-02-2019,1,268,UTTAR PRADESH,EAST,0
06-02-2019,1,269,UTTAR PRADESH,EAST,0
06-02-2019,1,270,UTTAR PRADESH,EAST,0
06-02-2019,1,271,HARYANA,NORTH,0
07-02-2019,1,1,WEST BENGAL,EAST,164
07-02-2019,1,3,DELHI,NORTH,179
07-02-2019,1,5,KARNATAKA,SOUTH,206
07-02-2019,1,7,WEST BENGAL,EAST,48
07-02-2019,1,8,WEST BENGAL,EAST,42
07-02-2019,1,9,WEST BENGAL,EAST,47
07-02-2019,1,10,WEST BENGAL,EAST,43
07-02-2019,1,11,WEST BENGAL,EAST,62
07-02-2019,1,13,TAMIL NADU,SOUTH,37
07-02-2019,1,14,UTTAR PRADESH,EAST,10
07-02-2019,1,15,PUNJAB,NORTH,21
07-02-2019,1,16,TELANGANA,SOUTH,128
07-02-2019,1,17,ANDHRA PRADESH,SOUTH,12
07-02-2019,1,18,MAHARASHTRA,WEST,46
07-02-2019,1,19,MAHARASHTRA,WEST,89
07-02-2019,1,20,ORISSA,SOUTH,24
07-02-2019,1,21,MAHARASHTRA,WEST,40
07-02-2019,1,29,WEST BENGAL,EAST,18
07-02-2019,1,34,GUJARAT,WEST,125
07-02-2019,1,35,TAMIL NADU,SOUTH,17
07-02-2019,1,36,ASSAM,EAST,147
07-02-2019,1,42,WEST BENGAL,EAST,33
07-02-2019,1,43,TAMIL NADU,SOUTH,25
07-02-2019,1,48,ORISSA,SOUTH,13
07-02-2019,1,61,GUJARAT,WEST,82
07-02-2019,1,62,PUNJAB,NORTH,14
07-02-2019,1,63,JHARKHAND,SOUTH,22
07-02-2019,1,64,KARNATAKA,SOUTH,33
07-02-2019,1,65,ASSAM,EAST,60
07-02-2019,1,66,ANDHRA PRADESH,SOUTH,23
07-02-2019,1,67,GUJARAT,WEST,134
07-02-2019,1,68,GUJARAT,WEST,26
07-02-2019,1,69,TAMIL NADU,SOUTH,14
07-02-2019,1,70,MAHARASHTRA,WEST,24
07-02-2019,1,72,PUNJAB,NORTH,19
07-02-2019,1,73,PUNJAB,NORTH,7
07-02-2019,1,74,MAHARASHTRA,WEST,40
07-02-2019,1,76,TAMIL NADU,SOUTH,19
07-02-2019,1,77,MAHARASHTRA,WEST,21
07-02-2019,1,78,MAHARASHTRA,WEST,17
07-02-2019,1,79,UTTARAKHAND,EAST,37
07-02-2019,1,82,KERALA,SOUTH,20
07-02-2019,1,84,CHHATTISGARH,CENTRAL,13
07-02-2019,1,85,MAHARASHTRA,WEST,29
07-02-2019,1,100,UTTAR PRADESH,EAST,11
07-02-2019,1,101,UTTAR PRADESH,EAST,8
07-02-2019,1,103,BIHAR,EAST,53
07-02-2019,1,104,JHARKHAND,SOUTH,26
07-02-2019,1,105,GUJARAT,WEST,30
07-02-2019,1,111,ANDHRA PRADESH,SOUTH,7
07-02-2019,1,117,MAHARASHTRA,WEST,11
07-02-2019,1,120,TRIPURA,EAST,66
07-02-2019,1,121,KARNATAKA,SOUTH,14
07-02-2019,1,135,MAHARASHTRA,WEST,139
07-02-2019,1,136,TAMIL NADU,SOUTH,152
07-02-2019,1,137,MAHARASHTRA,WEST,67
07-02-2019,1,147,MADHYA PRADESH,CENTRAL,39
07-02-2019,1,159,BIHAR,EAST,30
07-02-2019,1,165,ORISSA,EAST,8
07-02-2019,1,202,UTTARAKHAND,EAST,33
07-02-2019,1,207,GUJARAT,WEST,5
07-02-2019,1,217,BIHAR,EAST,21
07-02-2019,1,248,MAHARASHTRA,WEST,11
07-02-2019,1,249,MAHARASHTRA,WEST,9
07-02-2019,1,250,GUJARAT,WEST,18
07-02-2019,1,251,TRIPURA,EAST,65
07-02-2019,1,254,ASSAM,EAST,37
07-02-2019,1,255,ASSAM,EAST,29
07-02-2019,1,257,GUJARAT,WEST,17
07-02-2019,1,258,HARYANA,NORTH,13
07-02-2019,1,259,HARYANA,NORTH,2
07-02-2019,1,260,TAMIL NADU,SOUTH,12
07-02-2019,1,261,HARYANA,NORTH,13
07-02-2019,1,262,UTTAR PRADESH,EAST,0
07-02-2019,1,263,ANDHRA PRADESH,SOUTH,0
07-02-2019,1,264,PUNJAB,NORTH,0
07-02-2019,1,265,ANDHRA PRADESH,SOUTH,0
07-02-2019,1,266,TELANGANA,SOUTH,0
07-02-2019,1,267,ANDHRA PRADESH,SOUTH,0
07-02-2019,1,268,UTTAR PRADESH,EAST,0
07-02-2019,1,269,UTTAR PRADESH,EAST,0
07-02-2019,1,270,UTTAR PRADESH,EAST,0
07-02-2019,1,271,HARYANA,NORTH,0
08-02-2019,1,1,WEST BENGAL,EAST,372
08-02-2019,1,3,DELHI,NORTH,195
08-02-2019,1,5,KARNATAKA,SOUTH,449
08-02-2019,1,7,WEST BENGAL,EAST,71
08-02-2019,1,8,WEST BENGAL,EAST,104
08-02-2019,1,9,WEST BENGAL,EAST,112
08-02-2019,1,10,WEST BENGAL,EAST,79
08-02-2019,1,11,WEST BENGAL,EAST,115
08-02-2019,1,13,TAMIL NADU,SOUTH,73
08-02-2019,1,14,UTTAR PRADESH,EAST,47
08-02-2019,1,15,PUNJAB,NORTH,75
08-02-2019,1,16,TELANGANA,SOUTH,124
08-02-2019,1,17,ANDHRA PRADESH,SOUTH,22
08-02-2019,1,18,MAHARASHTRA,WEST,81
08-02-2019,1,19,MAHARASHTRA,WEST,158
08-02-2019,1,20,ORISSA,SOUTH,94
08-02-2019,1,21,MAHARASHTRA,WEST,28
08-02-2019,1,29,WEST BENGAL,EAST,49
08-02-2019,1,34,GUJARAT,WEST,129
08-02-2019,1,35,TAMIL NADU,SOUTH,43
08-02-2019,1,36,ASSAM,EAST,216
08-02-2019,1,42,WEST BENGAL,EAST,70
08-02-2019,1,43,TAMIL NADU,SOUTH,19
08-02-2019,1,48,ORISSA,SOUTH,150
08-02-2019,1,61,GUJARAT,WEST,146
08-02-2019,1,62,PUNJAB,NORTH,27
08-02-2019,1,63,JHARKHAND,SOUTH,44
08-02-2019,1,64,KARNATAKA,SOUTH,50
08-02-2019,1,65,ASSAM,EAST,56
08-02-2019,1,66,ANDHRA PRADESH,SOUTH,34
08-02-2019,1,67,GUJARAT,WEST,207
08-02-2019,1,68,GUJARAT,WEST,34
08-02-2019,1,69,TAMIL NADU,SOUTH,31
08-02-2019,1,70,MAHARASHTRA,WEST,28
08-02-2019,1,72,PUNJAB,NORTH,33
08-02-2019,1,73,PUNJAB,NORTH,31
08-02-2019,1,74,MAHARASHTRA,WEST,58
08-02-2019,1,76,TAMIL NADU,SOUTH,37
08-02-2019,1,77,MAHARASHTRA,WEST,31
08-02-2019,1,78,MAHARASHTRA,WEST,29
08-02-2019,1,79,UTTARAKHAND,EAST,34
08-02-2019,1,82,KERALA,SOUTH,38
08-02-2019,1,84,CHHATTISGARH,CENTRAL,19
08-02-2019,1,85,MAHARASHTRA,WEST,53
08-02-2019,1,100,UTTAR PRADESH,EAST,9
08-02-2019,1,101,UTTAR PRADESH,EAST,12
08-02-2019,1,103,BIHAR,EAST,82
08-02-2019,1,104,JHARKHAND,SOUTH,47
08-02-2019,1,105,GUJARAT,WEST,74
08-02-2019,1,111,ANDHRA PRADESH,SOUTH,6
08-02-2019,1,117,MAHARASHTRA,WEST,18
08-02-2019,1,120,TRIPURA,EAST,136
08-02-2019,1,121,KARNATAKA,SOUTH,23
08-02-2019,1,135,MAHARASHTRA,WEST,285
08-02-2019,1,136,TAMIL NADU,SOUTH,255
08-02-2019,1,137,MAHARASHTRA,WEST,74
08-02-2019,1,147,MADHYA PRADESH,CENTRAL,82
08-02-2019,1,159,BIHAR,EAST,60
08-02-2019,1,165,ORISSA,EAST,13
08-02-2019,1,202,UTTARAKHAND,EAST,32
08-02-2019,1,207,GUJARAT,WEST,14
08-02-2019,1,217,BIHAR,EAST,35
08-02-2019,1,248,MAHARASHTRA,WEST,17
08-02-2019,1,249,MAHARASHTRA,WEST,16
08-02-2019,1,250,GUJARAT,WEST,33
08-02-2019,1,251,TRIPURA,EAST,61
08-02-2019,1,254,ASSAM,EAST,52
08-02-2019,1,255,ASSAM,EAST,52
08-02-2019,1,257,GUJARAT,WEST,32
08-02-2019,1,258,HARYANA,NORTH,25
08-02-2019,1,259,HARYANA,NORTH,5
08-02-2019,1,260,TAMIL NADU,SOUTH,29
08-02-2019,1,261,HARYANA,NORTH,24
08-02-2019,1,262,UTTAR PRADESH,EAST,0
08-02-2019,1,263,ANDHRA PRADESH,SOUTH,0
08-02-2019,1,264,PUNJAB,NORTH,0
08-02-2019,1,265,ANDHRA PRADESH,SOUTH,0
08-02-2019,1,266,TELANGANA,SOUTH,0
08-02-2019,1,267,ANDHRA PRADESH,SOUTH,0
08-02-2019,1,268,UTTAR PRADESH,EAST,0
08-02-2019,1,269,UTTAR PRADESH,EAST,0
08-02-2019,1,270,UTTAR PRADESH,EAST,0
08-02-2019,1,271,HARYANA,NORTH,0
09-02-2019,1,1,WEST BENGAL,EAST,0
09-02-2019,1,3,DELHI,NORTH,93
09-02-2019,1,5,KARNATAKA,SOUTH,2
09-02-2019,1,7,WEST BENGAL,EAST,0
09-02-2019,1,8,WEST BENGAL,EAST,0
09-02-2019,1,9,WEST BENGAL,EAST,0
09-02-2019,1,10,WEST BENGAL,EAST,0
09-02-2019,1,11,WEST BENGAL,EAST,0
09-02-2019,1,13,TAMIL NADU,SOUTH,0
09-02-2019,1,14,UTTAR PRADESH,EAST,0
09-02-2019,1,15,PUNJAB,NORTH,0
09-02-2019,1,16,TELANGANA,SOUTH,93
09-02-2019,1,17,ANDHRA PRADESH,SOUTH,0
09-02-2019,1,18,MAHARASHTRA,WEST,0
09-02-2019,1,19,MAHARASHTRA,WEST,4
09-02-2019,1,20,ORISSA,SOUTH,0
09-02-2019,1,21,MAHARASHTRA,WEST,23
09-02-2019,1,29,WEST BENGAL,EAST,0
09-02-2019,1,34,GUJARAT,WEST,110
09-02-2019,1,35,TAMIL NADU,SOUTH,0
09-02-2019,1,36,ASSAM,EAST,3
09-02-2019,1,42,WEST BENGAL,EAST,0
09-02-2019,1,43,TAMIL NADU,SOUTH,0
09-02-2019,1,48,ORISSA,SOUTH,0
09-02-2019,1,61,GUJARAT,WEST,0
09-02-2019,1,62,PUNJAB,NORTH,0
09-02-2019,1,63,JHARKHAND,SOUTH,0
09-02-2019,1,64,KARNATAKA,SOUTH,0
09-02-2019,1,65,ASSAM,EAST,2
09-02-2019,1,66,ANDHRA PRADESH,SOUTH,0
09-02-2019,1,67,GUJARAT,WEST,3
09-02-2019,1,68,GUJARAT,WEST,0
09-02-2019,1,69,TAMIL NADU,SOUTH,0
09-02-2019,1,70,MAHARASHTRA,WEST,0
09-02-2019,1,72,PUNJAB,NORTH,0
09-02-2019,1,73,PUNJAB,NORTH,0
09-02-2019,1,74,MAHARASHTRA,WEST,0
09-02-2019,1,76,TAMIL NADU,SOUTH,0
09-02-2019,1,77,MAHARASHTRA,WEST,0
09-02-2019,1,78,MAHARASHTRA,WEST,0
09-02-2019,1,79,UTTARAKHAND,EAST,0
09-02-2019,1,82,KERALA,SOUTH,0
09-02-2019,1,84,CHHATTISGARH,CENTRAL,0
09-02-2019,1,85,MAHARASHTRA,WEST,0
09-02-2019,1,100,UTTAR PRADESH,EAST,0
09-02-2019,1,101,UTTAR PRADESH,EAST,0
09-02-2019,1,103,BIHAR,EAST,0
09-02-2019,1,104,JHARKHAND,SOUTH,0
09-02-2019,1,105,GUJARAT,WEST,0
09-02-2019,1,111,ANDHRA PRADESH,SOUTH,0
09-02-2019,1,117,MAHARASHTRA,WEST,0
09-02-2019,1,120,TRIPURA,EAST,1
09-02-2019,1,121,KARNATAKA,SOUTH,0
09-02-2019,1,135,MAHARASHTRA,WEST,0
09-02-2019,1,136,TAMIL NADU,SOUTH,0
09-02-2019,1,137,MAHARASHTRA,WEST,0
09-02-2019,1,147,MADHYA PRADESH,CENTRAL,0
09-02-2019,1,159,BIHAR,EAST,0
09-02-2019,1,165,ORISSA,EAST,0
09-02-2019,1,202,UTTARAKHAND,EAST,0
09-02-2019,1,207,GUJARAT,WEST,0
09-02-2019,1,217,BIHAR,EAST,0
09-02-2019,1,248,MAHARASHTRA,WEST,0
09-02-2019,1,249,MAHARASHTRA,WEST,0
09-02-2019,1,250,GUJARAT,WEST,0
09-02-2019,1,251,TRIPURA,EAST,2
09-02-2019,1,254,ASSAM,EAST,0
09-02-2019,1,255,ASSAM,EAST,0
09-02-2019,1,257,GUJARAT,WEST,0
09-02-2019,1,258,HARYANA,NORTH,0
09-02-2019,1,259,HARYANA,NORTH,0
09-02-2019,1,260,TAMIL NADU,SOUTH,0
09-02-2019,1,261,HARYANA,NORTH,0
09-02-2019,1,262,UTTAR PRADESH,EAST,0
09-02-2019,1,263,ANDHRA PRADESH,SOUTH,0
09-02-2019,1,264,PUNJAB,NORTH,0
09-02-2019,1,265,ANDHRA PRADESH,SOUTH,0
09-02-2019,1,266,TELANGANA,SOUTH,0
09-02-2019,1,267,ANDHRA PRADESH,SOUTH,0
09-02-2019,1,268,UTTAR PRADESH,EAST,0
09-02-2019,1,269,UTTAR PRADESH,EAST,0
09-02-2019,1,270,UTTAR PRADESH,EAST,0
09-02-2019,1,271,HARYANA,NORTH,0
10-02-2019,1,1,WEST BENGAL,EAST,111
10-02-2019,1,3,DELHI,NORTH,386
10-02-2019,1,5,KARNATAKA,SOUTH,49
10-02-2019,1,7,WEST BENGAL,EAST,12
10-02-2019,1,8,WEST BENGAL,EAST,32
10-02-2019,1,9,WEST BENGAL,EAST,39
10-02-2019,1,10,WEST BENGAL,EAST,7
10-02-2019,1,11,WEST BENGAL,EAST,59
10-02-2019,1,13,TAMIL NADU,SOUTH,3
10-02-2019,1,14,UTTAR PRADESH,EAST,59
10-02-2019,1,15,PUNJAB,NORTH,53
10-02-2019,1,16,TELANGANA,SOUTH,20
10-02-2019,1,17,ANDHRA PRADESH,SOUTH,1
10-02-2019,1,18,MAHARASHTRA,WEST,6
10-02-2019,1,19,MAHARASHTRA,WEST,40
10-02-2019,1,20,ORISSA,SOUTH,49
10-02-2019,1,21,MAHARASHTRA,WEST,10
10-02-2019,1,29,WEST BENGAL,EAST,12
10-02-2019,1,34,GUJARAT,WEST,57
10-02-2019,1,35,TAMIL NADU,SOUTH,7
10-02-2019,1,36,ASSAM,EAST,29
10-02-2019,1,42,WEST BENGAL,EAST,24
10-02-2019,1,43,TAMIL NADU,SOUTH,1
10-02-2019,1,48,ORISSA,SOUTH,86
10-02-2019,1,61,GUJARAT,WEST,63
10-02-2019,1,62,PUNJAB,NORTH,5
10-02-2019,1,63,JHARKHAND,SOUTH,20
10-02-2019,1,64,KARNATAKA,SOUTH,1
10-02-2019,1,65,ASSAM,EAST,9
10-02-2019,1,66,ANDHRA PRADESH,SOUTH,9
10-02-2019,1,67,GUJARAT,WEST,69
10-02-2019,1,68,GUJARAT,WEST,6
10-02-2019,1,69,TAMIL NADU,SOUTH,0
10-02-2019,1,70,MAHARASHTRA,WEST,3
10-02-2019,1,72,PUNJAB,NORTH,5
10-02-2019,1,73,PUNJAB,NORTH,19
10-02-2019,1,74,MAHARASHTRA,WEST,8
10-02-2019,1,76,TAMIL NADU,SOUTH,1
10-02-2019,1,77,MAHARASHTRA,WEST,3
10-02-2019,1,78,MAHARASHTRA,WEST,1
10-02-2019,1,79,UTTARAKHAND,EAST,29
10-02-2019,1,82,KERALA,SOUTH,0
10-02-2019,1,84,CHHATTISGARH,CENTRAL,9
10-02-2019,1,85,MAHARASHTRA,WEST,5
10-02-2019,1,100,UTTAR PRADESH,EAST,11
10-02-2019,1,101,UTTAR PRADESH,EAST,11
10-02-2019,1,103,BIHAR,EAST,69
10-02-2019,1,104,JHARKHAND,SOUTH,33
10-02-2019,1,105,GUJARAT,WEST,29
10-02-2019,1,111,ANDHRA PRADESH,SOUTH,1
10-02-2019,1,117,MAHARASHTRA,WEST,5
10-02-2019,1,120,TRIPURA,EAST,16
10-02-2019,1,121,KARNATAKA,SOUTH,0
10-02-2019,1,135,MAHARASHTRA,WEST,33
10-02-2019,1,136,TAMIL NADU,SOUTH,15
10-02-2019,1,137,MAHARASHTRA,WEST,6
10-02-2019,1,147,MADHYA PRADESH,CENTRAL,45
10-02-2019,1,159,BIHAR,EAST,51
10-02-2019,1,165,ORISSA,EAST,18
10-02-2019,1,202,UTTARAKHAND,EAST,28
10-02-2019,1,207,GUJARAT,WEST,3
10-02-2019,1,217,BIHAR,EAST,15
10-02-2019,1,248,MAHARASHTRA,WEST,3
10-02-2019,1,249,MAHARASHTRA,WEST,3
10-02-2019,1,250,GUJARAT,WEST,7
10-02-2019,1,251,TRIPURA,EAST,16
10-02-2019,1,254,ASSAM,EAST,2
10-02-2019,1,255,ASSAM,EAST,8
10-02-2019,1,257,GUJARAT,WEST,10
10-02-2019,1,258,HARYANA,NORTH,5
10-02-2019,1,259,HARYANA,NORTH,2
10-02-2019,1,260,TAMIL NADU,SOUTH,0
10-02-2019,1,261,HARYANA,NORTH,0
10-02-2019,1,262,UTTAR PRADESH,EAST,0
10-02-2019,1,263,ANDHRA PRADESH,SOUTH,0
10-02-2019,1,264,PUNJAB,NORTH,0
10-02-2019,1,265,ANDHRA PRADESH,SOUTH,0
10-02-2019,1,266,TELANGANA,SOUTH,0
10-02-2019,1,267,ANDHRA PRADESH,SOUTH,0
10-02-2019,1,268,UTTAR PRADESH,EAST,0
10-02-2019,1,269,UTTAR PRADESH,EAST,0
10-02-2019,1,270,UTTAR PRADESH,EAST,0
10-02-2019,1,271,HARYANA,NORTH,0
11-02-2019,1,1,WEST BENGAL,EAST,206
11-02-2019,1,3,DELHI,NORTH,252
11-02-2019,1,5,KARNATAKA,SOUTH,244
11-02-2019,1,7,WEST BENGAL,EAST,49
11-02-2019,1,8,WEST BENGAL,EAST,51
11-02-2019,1,9,WEST BENGAL,EAST,60
11-02-2019,1,10,WEST BENGAL,EAST,51
11-02-2019,1,11,WEST BENGAL,EAST,83
11-02-2019,1,13,TAMIL NADU,SOUTH,59
11-02-2019,1,14,UTTAR PRADESH,EAST,66
11-02-2019,1,15,PUNJAB,NORTH,72
11-02-2019,1,16,TELANGANA,SOUTH,127
11-02-2019,1,17,ANDHRA PRADESH,SOUTH,14
11-02-2019,1,18,MAHARASHTRA,WEST,68
11-02-2019,1,19,MAHARASHTRA,WEST,72
11-02-2019,1,20,ORISSA,SOUTH,72
11-02-2019,1,21,MAHARASHTRA,WEST,35
11-02-2019,1,29,WEST BENGAL,EAST,23
11-02-2019,1,34,GUJARAT,WEST,120
11-02-2019,1,35,TAMIL NADU,SOUTH,13
11-02-2019,1,36,ASSAM,EAST,167
11-02-2019,1,42,WEST BENGAL,EAST,30
11-02-2019,1,43,TAMIL NADU,SOUTH,17
11-02-2019,1,48,ORISSA,SOUTH,69
11-02-2019,1,61,GUJARAT,WEST,61
11-02-2019,1,62,PUNJAB,NORTH,33
11-02-2019,1,63,JHARKHAND,SOUTH,28
11-02-2019,1,64,KARNATAKA,SOUTH,33
11-02-2019,1,65,ASSAM,EAST,63
11-02-2019,1,66,ANDHRA PRADESH,SOUTH,20
11-02-2019,1,67,GUJARAT,WEST,156
11-02-2019,1,68,GUJARAT,WEST,18
11-02-2019,1,69,TAMIL NADU,SOUTH,17
11-02-2019,1,70,MAHARASHTRA,WEST,34
11-02-2019,1,72,PUNJAB,NORTH,21
11-02-2019,1,73,PUNJAB,NORTH,35
11-02-2019,1,74,MAHARASHTRA,WEST,38
11-02-2019,1,76,TAMIL NADU,SOUTH,24
11-02-2019,1,77,MAHARASHTRA,WEST,26
11-02-2019,1,78,MAHARASHTRA,WEST,29
11-02-2019,1,79,UTTARAKHAND,EAST,40
11-02-2019,1,82,KERALA,SOUTH,20
11-02-2019,1,84,CHHATTISGARH,CENTRAL,12
11-02-2019,1,85,MAHARASHTRA,WEST,30
11-02-2019,1,100,UTTAR PRADESH,EAST,12
11-02-2019,1,101,UTTAR PRADESH,EAST,12
11-02-2019,1,103,BIHAR,EAST,56
11-02-2019,1,104,JHARKHAND,SOUTH,21
11-02-2019,1,105,GUJARAT,WEST,31
11-02-2019,1,111,ANDHRA PRADESH,SOUTH,2
11-02-2019,1,117,MAHARASHTRA,WEST,18
11-02-2019,1,120,TRIPURA,EAST,65
11-02-2019,1,121,KARNATAKA,SOUTH,13
11-02-2019,1,135,MAHARASHTRA,WEST,197
11-02-2019,1,136,TAMIL NADU,SOUTH,136
11-02-2019,1,137,MAHARASHTRA,WEST,69
11-02-2019,1,147,MADHYA PRADESH,CENTRAL,61
11-02-2019,1,159,BIHAR,EAST,41
11-02-2019,1,165,ORISSA,EAST,10
11-02-2019,1,202,UTTARAKHAND,EAST,37
11-02-2019,1,207,GUJARAT,WEST,10
11-02-2019,1,217,BIHAR,EAST,22
11-02-2019,1,248,MAHARASHTRA,WEST,16
11-02-2019,1,249,MAHARASHTRA,WEST,2
11-02-2019,1,250,GUJARAT,WEST,15
11-02-2019,1,251,TRIPURA,EAST,29
11-02-2019,1,254,ASSAM,EAST,29
11-02-2019,1,255,ASSAM,EAST,29
11-02-2019,1,257,GUJARAT,WEST,18
11-02-2019,1,258,HARYANA,NORTH,18
11-02-2019,1,259,HARYANA,NORTH,8
11-02-2019,1,260,TAMIL NADU,SOUTH,11
11-02-2019,1,261,HARYANA,NORTH,20
11-02-2019,1,262,UTTAR PRADESH,EAST,0
11-02-2019,1,263,ANDHRA PRADESH,SOUTH,0
11-02-2019,1,264,PUNJAB,NORTH,0
11-02-2019,1,265,ANDHRA PRADESH,SOUTH,0
11-02-2019,1,266,TELANGANA,SOUTH,0
